id	subject	session	row	time	key	p_utts	p_form	p_lrb	p_obj	p_gloss	p_orient	p_mspd	p_g_type	p_gs_rel
10241000161	24	10	161	00:07:52	F	I can capture him and put him in jail.	iconic	B		capturing		opens hands so both palms  are slightly cupped and facing each other, then squeezes fingers into palms quickly like catching something	R.m	RF.p
10241000225	24	10	225	00:09:29	F	over one, up two.	iconic	L		moving in an L shape	trace path	points at G1 where C's white knight started, then points at F1 and moves point toward F3 in the Lshaped path C's white knight just took	R.d	RF.d
10241000231	24	10	231	00:09:39	F	up two and over one.	iconic	 L		moving in an L shape	trace path	moves point from C's white knight on B1 toward B3 and then over toward A3 in a possible Lshaped path for it	R.d	RF.d
10241000232	24	10	232	00:09:41	F	or, one two.	metaphoric - iconic	L -L		or -moving in an L shape	 - trace path	snakes index around in a squiggly way - moves point from C's white knight on B1 toward B3 and then over toward C3 in a possible Lshaped path for it	R.met;R.d	RF;ADD.d
10241000233	24	10	233	00:09:42	F	any combination of one and two.	iconic	B		two possible Lshaped paths		holds both hands out with index fingers pointing forward and thumbs sticking out, so left hand forms an L shape and R hand forms a backward L shape	R.a	ADD.a
10241000241	24	10	241	00:09:53	F	see, your queen is in a position to get my queen now, but since you didn't do that, I can get -- my queen --	point~ - point - iconic - iconic - point	L - L - L -  L - L	C's white knight on F3 - C's white queen on H5 - - -  F's black queen on E8	C's white knight on F3 - C's white queen on H5 - moving diagonally -moving diagonally - F's black queen on E8	 - - trace path - - trace path - tap	 - - moves point from C's queen on H5 diagonally along a path of red squares toward F's black queen on E8 - - moves point from C's queen on H5 diagonally along a path of red squares toward F's black queen on E8 -	DP;DP;R.d;R.d;DP	ADD;RF;ADD.d;ADD.d;RF
10241000243	24	10	243	00:10:01	F	because there's nothing between the queens, so I can go straight at her.	point - cont point - iconic	L - L - L	E8 where F's black queen is - the two empty red squares G6 and F7 between C's white queen on H5 and F's black queen on E8 -	E8 where F's black queen is - the two empty red squares G6 and F7 between C's white queen on H5 and F's black queen on E8 - moving diagonally	 - - trace path	 - - moves point from F's black queen on E8 quickly in diagonal path of red squares toward C's white queen on H5	DP;DP;R.d	RF;DA;RF.d
10241000272	24	10	272	00:10:53	F	you can move this guy because he jumps --	point - iconic	R - R	C's white knight on A2 -	C's white knight on A2 - jumping	touch - trace path	 - points at C's white knight on A2 then traces an arched path over the line of pawns in A2 through D2 that block it from moving straight forward	DP;R.d	DA;ADD.d
10241000273	24	10	273	00:10:55	F	he moves around things.	iconic	R		moving around	trace path	quickly traces three small circles with point shaped finger	R.m	RF.p
10241000280	24	10	280	00:11:06	F	that was your move, so now it's my turn.	point - iconic	R - R	C2 -	C2 - taking turns		 - points quickly at self then quickly back in C's direction	DP;R.m	ADD;RF.p
10241000287	24	10	287	00:11:12	F	he can only move on his colors.	iconic	R		moving diagonally	trace path	points at C1 then drags point in diagonal path along black squares D2, E3 and F4	R.d	ADD.d
10241000288	24	10	288	00:11:13	F	so he can only move on black.	iconic	R		possible diagonal moves	trace path	points at C1 then drags point in diagonal path along black squares D2, E3 and F4, then points at C1 and drags point in diagonal path along black squares B2 and A3	R.d	ADD.d
10241000289	24	10	289	00:11:15	F	this other bishop -- was on red -- so he could only move on red.	point - iconic	R - R 	F1 where C's white bishop used to be 	F1 where C's white bishop used to be - possible diagonal moves	touch - trace path 	 - points at F1 then along diagonal path of red squares E2 and D3, then diagonally in reverse back to F1 then along diagonal path of red squares G2 and H3, then  diagonally in reverse back to F1 then along diagonal path of red squares E2 and D3 again -	DP;R.d	RF.a;ADD.d
10241000298	24	10	298	00:11:33	F	but, you never did open a door to let him out.	iconic	R		moving forward	trace path	moves point from C's white pawn on B2 forward from C's perspective to B3 in the path of a move it could have made to let the bishop out	R.d	RF.d
10241000299	24	10	299	00:11:34	F	you opened --	iconic	R		F1	previousmove		R.d	ADD.d
10241000300	24	10	300	00:11:35	F	remember when you moved here, you opened this door.	iconic~ - point	R - R	 - F1 where C's white bishop used to be	previousmove - F1 where C's white bishop used to be	trace path - touch	moves point from empty red square E2 where C's white pawn used to be in a forward direction to where that pawn is now in E3 -	R.d;DP	DA;ADD
10241000302	24	10	302	00:11:38	F	so now he can go --	iconic	R		moving diagonally	trace path	starts to drag point from red F1 where C's white bishop used to be along diagonal path he took through red squares toward A6	R.d	ADD.d
10241000303	24	10	303	00:11:39	F	there's nothing between him, see?	iconic 	R 		moving diagonally 	trace path	continues to drag point from F1 through E2, D3, C4 and B5 to show the path that C's white bishop took earlier to end up at A6 -	R.d	ADD.d
10241000315	24	10	315	00:12:02	F	up and over.	iconic	R		moving in an L shape	trace path	moves point from C's white knight on B1 toward B3 and then over toward C3 in a possible Lshaped path for it, then points back at C's white knight on B1 and back toward B3 and over toward A3 in a second possible Lshaped path for it	R.d	RF.d
10241000316	24	10	316	00:12:03	F	or you can move your pawns up.	iconic	R		moving forward		palm down, fingers pointing toward C's row of pawns, cups fingers back and up toward palm twice like saying come here, but also showing that if the pawns move they will go in a forward direction	R.d	RF.d
10241000753	24	10	753		F	because it's right next to twelve and it starts over at twelve, so the next one is --	point - iconic - point - point	l - l - l - l	twelve spot - one spot - twelve spot -one spot	twelve spot - one spot - twelve spot -one spot		index circle makes a half circle on board by the number 12	DP;R.a;DP;DP	RF;ADD.a;RF;ADD
10241001030	24	10	1030	00:37:32	F	they're hand puppets.	iconic	L		hand puppets		fingers are pressed against thumb as if holding a puppet	R.a	RF.a
10241001032	24	10	1032	00:37:35	F	yeah but they just like that.	iconic	l		hand puppet		makes four fingers into a plain and taps it against his thumb to indicate a mouth talking	R.a	ADD.a
10241001033	24	10	1033	00:37:35	F	remember?	iconic~	l		hand puppet		makes four fingers into a plain and taps it against his thumb to indicate a mouth talking	R.a	ADD.a
10241001034	24	10	1034		F	&kako and &oobie.	iconic~	l		hand puppet		makes four fingers into a plain and taps it against his thumb to indicate a mouth talking	R.a	ADD.a
10241001800	24	10	1800	00:08:36	F	but they're -- they're looking under -- they're under water looking up at the sun so the sun is shining through the water.	iconic -iconic	l - b		under water lookin up - sun shining		cupped hand rests on back of hand on far end of puzzle and then slides toward F -opens hands up wide and stretches fingers out	R.d;R.a	RF.d;RF.a
10241002005	24	10	2005	00:14:35	F	you only have two sides left so --	iconic	r		two missing sides of puzzle	traceshape	palm moves in an arc over missing sides of puzzle	R.a	RF.a
10241002035	24	10	2035	00:16:03			iconic	r		rotate the piece		with palm towards floor, clenches fingers to simulate holding something and then rotates hand clockwise and counter clockwise	R.m	X
10241002327	24	10	2327			look at the look on their face.	iconic - iconic	r - r 		face of girl 1 - face of girl 2	trace shape - trace shape	traces outline of girls faces - traces outline of girls faces	R.a;R.a	RF.a;RF.a
10241002328	24	10	2328			how do you think they're feeling?	iconic - iconic	r - r 		face of girl 1 - face of girl 2	trace shape - trace shape	traces outline of girls faces - traces outline of girls faces	R.a;R.a	ADD.a;ADD.a
10241100120	24	11	120			so now we're up here.	iconic	l		path of ladybugs	trace path	traces path on game	R.d	DA.d
10241100244	24	11	244			if you have to stop here, I don't see how you could slide across the branch.	point - iconic	l - l	spot on game - 	spot on game - path on game	touch - trace path	 - traces path with first finger	DP;R.d	DA;RF.d
10241100451	24	11	451	0.0146598720634		well I think you can go because you already gave ten aphids.	iconic	r		path of game	trace path	traces path with first finger	R.d	ADD.d
10241100794	24	11	794	0.0274761682979	F	you roll.	iconic	r		roll roller		holds and as if hold a paint roller and moves and forward	R.m	RF.p
10241100898	24	11	898	0.0309267639553	F	yeah, just flip it over.	iconic	r		flip it spong over		sticks out finger and flips hand over	R.m	RF.p
10241101170	24	11	1170	0.0400736423152	F	oh like little glasses.	iconic	r		holding glasses		puts hand in a fist as if holding something near eye	R.m	ADD.p
10241101469	24	11	1469		F	or did you go straight up.	iconic	l		move bubble straight up		makes fist as if holding something and moves hand up	R.m	RF.p
10241101506	24	11	1506		F	you went to the mirror thing.	iconic	l		mirror exhibit		waves hand in a circular motion in front of face	R.a	RF.a
10241200521	24	12	521	0.0188225069205			iconic	b		light		palms forward, fingers flowered and wiggling as the arms move from center to the sides	R.a	X
10241201316	24	12	1316	0.00305012188114		if it was filled with water, they would make it what?	iconic - iconic	l - l		balloons sinking - balloons sinking	trace path -	traces a path where balloons would fall if full of water - makes hand into a fist and moves it down	R.a;R.a	ADD.a;ADD.a
10250300089	25	3	89	00:06:17	F	you want to build it round?	iconic	R		round	traceshape	F traces a circular shape in air with finger	R.a	RF.a
10250300097	25	3	97		F	do you want -- do you want a curve off the bridge?	iconic	R		curve's shape	traceshape	F draws an arch shaped line with finger away from bridge	R.a	ELAB.a
10250301033	25	3	1033	00:02:32	F	we'll build a big track later -- with a lot of loops and jumps -- and spins if I could find a missing piece for that.	iconic	R		loop's shape	traceshape	F traces the circular shape of loop in air	R.a	ELAB.a
10250301376	25	3	1376		F	back up, back up, back up, back up	iconic	R		backwards	tracepath	F moves hand backwards towards C to shw the direction he should move	R.d	RF.d
10250301382	25	3	1382		F	back up, back up, back up	iconic	R		backwards	tracepath	F moves hand backwards towards C to shw the direction he should move	R.d	RF.d
10250400852	25	4	852	00:45:52		why don't you throw the ball at these guys	iconic.hold+hold	R.R.L	bank one.bank two	throwing.bank one.bank two	H=H	M shows C how to perform throwing action	R.m;DS;DS	RF.p;DA;DA
10250600694	25	6	694	00:38:29		put the blue here and here so we can get -- cshooooooo	point.point.iconic	R.R.R	flat piece of track.loop piece of track	flat piece of track.loop piece of track. Spinning	H=O	M moves hand in a circle very fast like  a spinning car going around a loop	DP;DP;R.m	ADD;ADD;ADD.p
10250600721	25	6	721	00:39:32		now, because it's going to come from there go -- zzzz zzz zzz	point.iconic	R	area of track where car starts	area of track where car starts.path of car	tracepath	M traces an imaginary looped path that the car will take with a fast paced hand motion	DP;R.d	DA;ADD.d
10250600739	25	6	739	00:40:39		you got to turn it around.	iconic	R		(turning) around	tracepath	M traces circular path in the air 	R.d	RF.d
10250700031	25	7	31	00:00:58		oh no, let's -- let's first make a way there.	iconic	B		cleaning	H=H	M makes circles w/hands, palms out, to convey idea of clearing a path through the toys on floor	R.m	ADD.p
10250701036	25	7	1036	00:41:09		Thomas doesn't fit underneath, but he goes on top, right?	shake-iconic-point	L-L	on top of bridge	no-underneath-on top of bridge	tracepath	M traces path from next to bridge to underneath it w/finger	C;R.d;DP	RF;RF.d;DA
10250701104	25	7	1104	00:43:13		I'm going to put it here so it could go in there.	point-iconic	L-L	edge of track on one side of bridge	edge of track on one side of bridge-around	touch-tracepath	M traces path train will take from bridge around to tunnel	DP;R.d	DA;DA
10250701419	25	7	1419	00:54:08		do you want to try to make the track go around?	iconic	B		around	tracepath	M moving hands in a circular motion to show path around	R.d	RF.d
10250701503	25	7	1503	00:56:57		do you want to go around in a circle?	iconic	R		around	tracepath	M moves finger in circular path	R.d	RF.d
10250701506	25	7	1506	00:57:04		well how are the trains going to get back to where they came from?	iconic	R		around	tracepath	M moves finger in circular path	R.d	ADD.d
10250701880	25	7	1880	00:13:05	*	where -- how to get the horse to --	iconic-point	R-R	maze in book-person in book	path through maze-person in book	touch-touch	M traces path through maze from horse around to girl	R.d;DP	ADD.d;ADD
10250701942	25	7	1942	00:14:30	*	get over there and move closer to me.	point-iconic	R-R	place where Mom wants sibling to go	place where Mom wants sibling to go-around	tracepath	M points to where sib is and follows around table to end where she is	R.d	ADD.d
