SUBJECT	SESSION	TIME	UTTERANCE	MATCHES	MATCHED	CONTEXT
100	8	00:11:15	so I can turn you into a frog?	2	turn, into	
100	8	00:11:15	I'll turn Max into a big frog.	3	turn, into, big	
100	8	00:11:15	you put lotion on them?	1	on	
100	8	00:11:15	now I can turn you into a frog.	2	turn, into	
100	8	00:11:15	if I touch your head I turn you into a frog.	3	head, turn, into	
100	8	00:11:15	I locked you up.	1	up	
100	8	00:11:15	I locked you up.	1	up	
100	8	00:11:15	turned you into a frog.	2	turned, into	
100	8	00:11:15	turned you into a frog!	2	turned, into	
100	8	00:11:15	turned you into a frog.	2	turned, into	
100	8	00:13:17	that's quite a grip you got on there.	1	on	
100	8	00:13:17	now I'm going to turn you into a donkey.	2	turn, into	
100	8	00:14:00	oh I'm going to lock the donkey in the cage.	1	in	
100	8	00:14:00	because I got you in the cage.	1	in	
100	8	00:14:00	ok let's put that away.	1	away	
100	8	00:14:00	ok Max let's leave the wand back there.	1	back	
100	8	00:15:00	Max you have to be -- you have to be gentle with it though.	1	with	
100	8	00:15:03	I'm going to get that little Max.	1	little	
100	8	00:15:03	I'm going to get that little Max Peterson.	1	little	
100	8	00:15:19	now what can I turn you into?	2	turn, into	
100	8	00:15:19	turn you into a snake?	2	turn, into	
100	8	00:15:19	how about a snake?	1	about	
100	8	00:15:19	Max let's not put that over your head.	2	over, head	
100	8	00:15:46	like a big --	1	big	
100	8	00:15:46	you going to come over here?	1	over	
100	8	00:15:46	and I'll lock you up.	1	up	
100	8	00:15:46	I'm going to lock you up over here.	2	up, over	
100	8	00:15:46	locked up.	1	up	
100	8	00:15:46	now can I turn you into a snake?	2	turn, into	
100	8	00:15:46	can I turn you into a fish?	2	turn, into	
100	8	00:15:46	how about a jelly+fish?	1	about	
100	8	00:17:49	in the dirt?	1	in	
100	8	00:18:00	off into the garden.	1	into	
100	8	00:18:00	are you in the cage?	1	in	
100	8	00:19:00	are you in the cage, Max?	1	in	
100	8	00:19:00	worm are you in the cage?	1	in	
100	8	00:19:00	oh he's sleeping in his bed?	1	in	
100	8	00:19:00	from all that work in the yard?	2	all, in	
100	8	00:20:00	he's licking his way around the room.	1	around	
100	8	00:20:00	### to get into the refrigerator, huh?	1	into	
100	8	00:20:00	you can't be sitting on people's feet because you're a worm.	1	on	
100	8	00:20:00	I'll be a colorful worm with you.	1	with	
100	8	00:21:00	right?	1	right	
100	8	00:22:06	she's going to slither all over you.	2	all, over	
100	8	00:22:06	oh right.	1	right	
100	8	00:22:06	breaking the rattle on the worm.	1	on	
100	8	00:22:06	Max, careful back there.	1	back	
100	8	00:22:06	what do you see out there, big guy?	2	out, big	
100	8	00:22:06	what do you see out there Baby_Worm?	1	out	
100	8	00:22:06	we won't be able to get into the dirt.	1	into	
100	8	00:22:06	right?	1	right	
100	8	00:22:06	the dirt in the yard?	1	in	
103	5	00:35:47	how about a pond?	1	about	
103	5	00:35:47	here, you can put those together and make a circle.	2	together, circle	
103	5	00:35:47	and a little bridge?	1	little	
103	5	00:36:58	you can put a couple of these together and put a roof on top.	3	together, on, top	
103	5	00:36:58	pizza or piece?	1	piece	
103	5	00:36:58	piece.	1	piece	
103	5	00:36:58	what about the clock?	1	about	
103	5	00:38:00	right here?	1	right	
103	5	00:39:03	she's got a blanket right here.	1	right	
103	5	00:39:03	turned it back on?	3	turned, back, on	
103	5	00:39:03	do you think she might need a bottle of water or something to put on her table?	1	on	
103	5	00:39:03	maybe if we put two pieces underneath it, it'll stand.	2	pieces, underneath	
103	5	00:39:03	and put these two together.	1	together	
103	5	00:39:03	under the table.	1	under	
103	5	00:42:11	just -- lay a pillow down.	1	down	
103	5	00:42:11	we can fold this up.	1	up	
103	5	00:42:11	we can put this on him.	1	on	
103	5	00:42:11	how about that?	1	about	
103	5	00:42:11	who do you think's going to wake up first?	2	up, first	
103	5	00:42:11	because she went to sleep first?	1	first	
103	5	00:42:11	she went to sleep with those shoes on, Luck.	2	with, on	
103	5	00:43:18	did you turn it back on?	3	turn, back, on	
103	5	00:43:30	what'd you step on?	1	on	
103	5	00:44:33	you tuck the little ends in.	2	little, in	
103	5	00:44:33	how small can you fold it?	1	small	
103	5	00:44:33	putting it in there?	1	in	
103	5	00:44:33	I don't think -- there's anything in there to play with, Lucky.	2	in, with	
103	5	00:44:33	let's keep it in the box, ok?	1	in	
103	5	00:45:55	let's put the lid on it.	1	on	
103	5	00:45:55	can you put it back?	1	back	
103	5	00:46:00	something to clean with.	1	with	
103	5	00:46:00	you can play with the box, ok?	1	with	
103	5	00:46:00	play with the box -- but not this.	1	with	
103	5	00:46:00	Doggie jumped in there.	1	in	
103	5	00:46:00	he jumped in, Luck.	1	in	
103	5	00:46:00	if you put them sideways they might fit, but not like that.	1	sideways	
103	5	00:46:00	just on their ends.	1	on	
103	5	00:47:04	standing up.	1	up	
103	5	00:47:04	maybe you can get two in there.	1	in	
103	5	00:47:04	you have to put them on an angle to fit.	2	on, angle	
103	5	00:47:04	you can put one in the way that you had it and then slide one in like that.	2	in, in	
103	5	00:47:04	### fell over.	1	over	
103	5	00:47:04	she was standing up and she just fell over.	2	up, over	
103	5	00:47:04	want to get the matching yellow piece out?	2	piece, out	
103	5	00:47:04	did you lock him up?	1	up	
103	5	00:49:43	I can't see anything in there.	1	in	
103	5	00:51:38	I can see all the stars.	1	all	
103	5	00:51:38	that's what we use -- when you have -- our dinner in the tv room.	1	in	
103	5	00:51:38	what do you do with your legs?	1	with	
103	5	00:51:38	you can walk over there, right?	2	over, right	
103	5	00:51:38	think you woke him up.	1	up	
103	5	00:51:38	are you fanning him with the flag?	1	with	
103	5	00:51:38	he's sitting on the table.	1	on	
103	5	00:51:38	he jumped up on the table, Lucky.	2	up, on	
103	5	00:51:38	do you think the baby wants to have some juice?	1	some	
103	5	00:54:01	there's a knot in the scarf.	1	in	
103	5	00:54:01	that's a big blanket for a little doggie.	2	big, little	
103	5	00:54:01	is he in the park?	1	in	
103	5	00:54:01	I see lots of flowers around him.	1	around	
103	5	00:54:01	he's been running around all day.	2	around, all	
103	5	00:54:01	he must have played chase, right?	1	right	
103	5	00:54:01	do you want one of the other guys to play with?	1	with	
103	5	00:54:01	does Deno want to play with ###?	1	with	
103	5	00:54:01	Deno doesn't want to play with ###	1	with	
103	5	00:54:01	do you want to give her some juice?	1	some	
103	5	00:54:01	I saw the bottle over there.	1	over	
103	5	00:54:01	can I -- break up this house?	1	up	
103	5	00:54:01	and then you can put something right here.	1	right	
103	5	00:54:01	it's right there.	1	right	
103	5	00:54:01	right here.	1	right	
103	5	00:54:01	this little dress came off.	1	little	
103	5	00:59:00	what did you get upset about?	1	about	
103	5	00:59:00	did the house not look right?	1	right	
103	5	00:59:00	I think it's just too tall to stand up.	2	tall, up	
103	5	00:59:00	it's too skinny.	1	skinny	
103	5	00:59:00	we can't build it up too high unless there's something supporting it.	2	up, high	
103	5	00:59:00	it's just going to fall down again.	1	down	
103	5	00:59:00	you have to put something behind it.	1	behind	
103	5	00:59:58	### with one of these.	1	with	end of tape 1
103	8	00:32:11	ok I'm putting you down.	1	down	
103	8	00:32:24	here, kneel down.	1	down	
103	8	00:32:24	put your -- feet down.	1	down	
103	8	00:32:24	roll into a ball.	1	into	
103	8	00:32:24	roll into a ball.	1	into	
103	8	00:32:38	put your head this way.	1	head	
103	8	00:32:38	keep your knees tucked under.	1	under	
103	8	00:32:38	scoot your knees up.	1	up	
103	8	00:32:38	ok, tuck your head in.	2	head, in	
103	8	00:32:38	alright, tuck your head in.	2	head, in	
103	8	00:32:38	tuck your head in.	2	head, in	
103	8	00:33:52	away from the shelves.	1	away	
103	8	00:33:52	knees together.	1	together	
103	8	00:33:52	head down.	2	head, down	
103	8	00:33:52	tuck in.	1	in	
103	8	00:35:00	you have to move your waist a little bit.	2	little, bit	
103	8	00:35:00	she's going to have about twenty hula hoops.	1	about	
103	8	00:32:15	come on and put on your hat.	2	on, on	
103	8	00:32:15	if you're walking around.	1	around	
103	8	00:32:15	should you be banging something on the ground?	1	on	
103	8	00:32:41	big trees?	1	big	
103	8	00:32:41	we have trees all around.	2	all, around	
103	8	00:32:41	we need to put more style around.	1	around	
103	8	00:33:52	let's put this stuff back.	1	back	
103	8	00:33:52	keep the door closed before we put everything back.	2	before, back	
103	8	00:33:52	put that back.	1	back	
103	8	00:35:13	do you want to sweep up the leaves?	1	up	
103	8	00:35:13	there's a bunch on this side.	2	on, side	
103	8	00:35:13	not into the garage.	1	into	
103	8	00:35:13	to the side.	1	side	
105	5	00:43:31	look how tall yours is.	1	tall	
105	5	00:43:31	maybe a tornado came and lifted your house up.	1	up	
105	5	00:43:31	maybe that's why your house blew over.	1	over	
105	5	00:44:27	there's your witch over there, too.	1	over	
105	5	00:44:33	here's some more for your witches.	1	some	
105	5	00:45:12	right.	1	right	
105	5	00:45:12	can you get the yellow and the blue ones and bring them over here?	1	over	
105	5	00:45:12	### got some more right here.	2	some, right	
105	5	00:45:12	on tv?	1	on	
105	5	00:45:12	Keeley, don't ### with that.	1	with	
105	5	00:46:28	alright, let's put them back in the box.	2	back, in	
105	5	00:46:28	oh, I ### away.	1	away	
105	5	00:46:28	you cleaned it all up!	2	all, up	
105	5	00:46:28	we can play -- how about -- ### -- Buzz_Light_Year game?	1	about	
107	4	00:00:10	blocks, right.	1	right	
107	4	00:00:10	let's see how big we can make a building.	1	big	
107	4	00:00:10	can mommy put one right here?	1	right	
107	4	00:00:21	did they fall down?	1	down	
107	4	00:00:21	fall down?	1	down	
107	4	00:00:21	you push it down right here.	2	down, right	
107	4	00:00:21	push down, see?	1	down	
107	4	00:00:42	push down.	1	down	
107	4	00:00:45	push down.	1	down	
107	4	00:00:45	it fall down?	1	down	
107	4	00:00:45	should we pick it back up?	2	back, up	
107	4	00:00:45	put it back together?	2	back, together	
107	4	00:01:32	put on more blocks?	1	on	
107	4	00:01:47	you want to put them on top of your piano?	2	on, top	
107	4	00:01:47	over here Sean?	1	over	
107	4	00:01:47	put blocks on top of the piano, see?	2	on, top	
107	4	00:01:47	put some blocks there.	1	some	
107	4	00:01:47	got some more blocks.	1	some	
107	4	00:00:47	you like sitting up in the chair.	2	up, in	
107	6	00:31:04	all right, give it to mommy I'll -- I'll try.	2	all, right	M and C talk at same time.
107	6	00:31:06	why don't we do it together?	1	together	
107	6	00:31:18	maybe it doesn't come apart.	1	apart	
107	6	00:31:21	maybe it doesn't come apart.	1	apart	
107	6	00:31:21	maybe it's one piece.	1	piece	
107	6	00:31:21	now go pick it up please.	1	up	
107	6	00:31:21	go pick it up.	1	up	
107	6	00:31:38	it's enough.	1	enough	
107	6	00:31:38	where is -- where is that piece?	1	piece	
107	6	00:31:38	that's all.	1	all	
107	6	00:31:38	then Sean will get it by himself -- pretty soon.	1	by	
107	6	00:31:38	put a building together?	1	together	
107	6	00:31:38	we got other blocks here too we can play with.	1	with	
107	6	00:31:38	we can put this one -- on.	1	on	
107	6	00:32:16	how many -- how many blocks are in that one.	1	in	
107	6	00:32:16	Sean look how tall that is.	1	tall	
107	6	00:33:27	should we make a little birdhouse?	1	little	
107	6	00:33:27	we could make this a little birdhouse.	1	little	
107	6	00:33:27	we'll put the bird in his house.	1	in	
107	6	00:33:27	I don't know he'll -- he'll stay up there.	1	up	
107	6	00:33:27	we'll put him right here.	1	right	
107	6	00:33:50	you want to put the bird up there?	1	up	
107	6	00:34:26	right.	1	right	
107	6	00:34:35	right?	1	right	
107	6	00:36:15	this is stuck together.	1	together	M talks to sib.
107	6	00:36:15	nice and tall.	1	tall	
107	6	00:36:15	do we see them outside?	1	outside	
107	6	00:36:59	we have lots of buildings outside.	1	outside	
107	6	00:36:55	one right next to each other.	2	right, next	
107	6	00:37:37	right.	1	right	M talks to sib.
107	6	00:37:58	look how tall that is.	1	tall	
107	6	00:38:15	there's a window in the building.	1	in	
107	6	00:38:15	Sean made a building with a window.	1	with	
107	6	00:38:52	I don't know if you can put that in your mouth.	1	in	M talks to sib.
107	6	00:38:52	right dog.	1	right	M talks to sib.
107	6	00:38:52	did it fall down?	1	down	
107	6	00:40:00	that's his face.	1	face	M talks to sib.
107	6	00:40:00	mommy give it back to Matthew.	1	back	M talks to sib.
107	6	00:40:00	see we take turns.	1	turns	M talks to sib.
107	6	00:40:00	take turns.	1	turns	M talks to sib.
107	6	00:40:33	mommy found some more blocks Sean.	1	some	
107	6	00:40:38	can you put that on the house?	1	on	
107	6	00:40:45	oh, put it in the farm.	1	in	
107	6	00:40:45	right, the snow+man fell in the water.	2	right, in	
107	6	00:40:45	right, and Rudolph did he go save him?	1	right	
107	6	00:42:42	and all of --	1	all	
107	6	00:43:46	join in any --	2	join, in	
107	6	00:44:19	goes in a tree.	1	in	M talks to sib.
107	6	00:44:34	that was tall.	1	tall	
107	6	00:44:34	that was a big building.	1	big	
107	6	00:44:34	oh yeah, look at the window in the building.	1	in	
107	6	00:44:34	you can look outside.	1	outside	
107	6	00:44:34	through the window.	1	through	
107	6	00:46:23	look at the balls inside.	1	inside	M talks to sib.
107	6	00:58:52	ok, Matthew let's play over here.	1	over	M talks to sib.
107	6	00:58:52	put these away.	1	away	
107	6	00:59:14	yeah, Sean you need a snack right now.	1	right	
107	6	00:29:36	want to go for a horsie back ride?	1	back	
107	6	00:29:46	with our fingers.	1	with	
107	6	00:29:50	can you point number one?	1	point	
109	5	00:05:17	right.	1	right	
109	5	00:05:17	and how about you come over and play blocks with Will and mommy can --	3	about, over, with	
109	5	00:05:17	and mom can start cleaning up the closet.	1	up	
109	5	00:06:10	how about a little skinny tunnel?	3	about, little, skinny	
109	5	00:06:10	got sparkles on it.	1	on	
109	5	00:06:10	there's two circles on top.	3	circles, on, top	
109	5	00:06:10	should we make a road for the cars to drive on?	1	on	
109	5	00:06:10	how about a road?	1	about	
109	5	00:07:30	put some more.	1	some	
109	5	00:07:30	it was way at the bottom.	1	bottom	
109	5	00:07:30	is that all --	1	all	
109	5	00:07:30	yeah, the train got stuck in here.	1	in	
109	5	00:07:30	you put four cylinders up there.	2	cylinders, up	
109	5	00:07:30	did you pick all different colors on purpose?	2	all, on	
109	5	00:07:30	did you put them in the order of your favorite?	2	in, order	
109	5	00:09:37	well I just wanted to put those in the closet and get it out of here.	2	in, out	
109	5	00:09:37	you guys have to learn to play together.	1	together	
109	5	00:09:37	did you knock down something he was playing with?	2	down, with	
109	5	00:09:37	how could you work it out?	1	out	
109	5	00:09:37	do you think we could make one big enough for the train?	2	big, enough	
109	5	00:12:51	can you play nicely together?	1	together	
109	5	00:12:51	Emma, I want us all to play together but nicely.	2	all, together	
109	5	00:12:51	I don't want to hear all that yelling.	1	all	
109	5	00:12:51	he almost knocked it down.	1	down	
109	5	00:12:51	do you want to put him on?	1	on	
109	5	00:13:57	Will, Emma wants to put the bird on the train.	1	on	
109	5	00:13:57	next should we build a house for the train to go to?	1	next	
109	5	00:13:57	like on a post?	1	on	
109	5	00:13:57	and who do you want to stop top?	1	top	
109	5	00:13:57	em, do you think that today we could put your stuffed animals back on your bed tonight when it's night+night time.	2	back, on	
109	5	00:13:57	or we're not going to play all those games.	1	all	
109	5	00:13:57	put all your friends back up on your bed.	4	all, back, up, on	
109	5	00:13:57	so we can pick them all back up.	3	all, back, up	
109	5	00:13:57	Will, you knocked everything down.	1	down	
109	5	00:13:57	you knocked down my house.	1	down	
109	5	00:16:43	I think he thinks it's fun to knock them down.	1	down	
109	5	00:16:43	do you like to knock them down when you're playing with them?	2	down, with	
109	5	00:16:57	should we see how far we can stack them up?	2	far, up	
109	5	00:16:57	a rain+bow with all the colors?	2	with, all	
109	5	00:16:57	can we stack something on top of that one?	2	on, top	
109	5	00:16:57	I don't know because it's a round one.	1	round	
109	5	00:18:04	put some blocks in here.	2	some, in	
109	5	00:18:04	can you please give that back to Will?	1	back	
109	5	00:18:04	time out?	1	out	
109	5	00:19:32	I want you to go over there please.	1	over	
109	5	00:19:32	why don't you put all of your stuffed animals up on your bed, Em?	3	all, up, on	
109	5	00:20:49	right.	1	right	
109	5	00:20:49	you're starting with Angelina.	1	with	
109	5	00:20:49	why don't you bring the big bears and put them on the pillow first?	3	big, on, first	
109	5	00:20:49	and the big doggies and then all the little ones.	3	big, all, little	
109	5	00:21:24	that's a lot of those.	1	lot	
109	5	00:21:38	the steam that comes out of the --	1	out	
109	5	00:21:38	oh, you think those are blocking where the smoke comes out?	1	out	
109	5	00:21:38	well maybe we can pretend those cylinders are the steam.	1	cylinders	
109	5	00:21:38	well then when you are playing with the train you can take them off but right now Will is like stacking them in there.	3	with, right, in	
109	5	00:21:38	knocked it down?	1	down	
109	5	00:21:38	don't knock it down.	1	down	
109	5	00:21:38	see now wasn't that fun for you to knock down?	1	down	
109	5	00:21:38	that's the same way that Will feels when he sees something that's fun to knock down.	1	down	
109	5	00:26:53	I am -- I am going to take Peanut down and put her in the bassinet.	2	down, in	
109	5	00:26:53	and while I'm walking down+stairs and coming back I only want to hear happy sounds.	1	back	
109	5	00:26:53	she doesn't want to lie down.	1	down	
109	5	00:05:07	they look too -- too uh small.	1	small	
109	5	00:05:07	say dad those grapes are a little bit tart so will you help us eat them?	2	little, bit	
109	5	00:05:07	right.	1	right	
109	5	00:05:07	there's some still on the vine.	2	some, on	
109	5	00:05:07	so you can pick them up.	1	up	
109	5	00:05:07	warm is -- is the opposite of cold.	1	opposite	
109	5	00:05:07	what's the opposite of tart?	1	opposite	
109	5	00:05:07	I think maybe sweet is the opposite of tart.	1	opposite	
109	5	00:05:07	is that what you're learning in school?	1	in	
109	5	00:05:07	you all done?	1	all	
109	5	00:08:01	you want me to sit down with you?	2	down, with	
109	5	00:08:01	you need some help?	1	some	
109	5	00:08:01	come on.	1	on	
109	5	00:08:10	get your legs out.	1	out	
109	5	00:08:10	let's sit in your seat.	1	in	
109	5	00:08:18	I'm going to wipe you up.	1	up	
109	5	00:08:19	if you're all done, I'll wipe you up.	2	all, up	
109	5	00:08:19	just stay in your seat until I wipe you up.	2	in, up	
109	5	00:08:19	what's up there that you see?	1	up	
109	5	00:08:19	sit down.	1	down	
109	5	00:08:19	I don't know because yesterday you didn't eat much lunch either.	1	much	
109	5	00:08:19	in here?	1	in	
109	5	00:08:19	you can see what's in here.	1	in	
109	5	00:08:19	there's not much left.	2	much, left	
109	5	00:08:19	maybe you need to eat some more of your pasta with your candy though.	2	some, with	
109	5	00:10:32	some things that you like I don't like and some things that I like you don't like.	2	some, some	
109	5	00:11:54	em, in three minutes we're going to brush teeth and get ready for school so if you want any more of your pasta, you go to eat it now.	1	in	
109	5	00:11:54	you would think that Cassidy is asleep right now.	1	right	
109	5	00:11:54	are you done with your pasta?	1	with	
109	5	00:13:17	can I take it away?	1	away	
109	5	00:13:17	you all done?	1	all	
109	5	00:13:17	let me wipe up your hands.	1	up	
109	5	00:13:17	stay in your seat, bud.	1	in	
109	5	00:13:17	do you want to get dressed first or brush your teeth and go potty first?	2	first, first	
109	5	00:13:17	stay in your seat.	1	in	
109	5	00:16:40	that one's chocolate like the one you had before.	1	before	
109	5	00:16:40	it's a little bigger.	2	little, bigger	
109	5	00:16:40	ok, get down.	1	down	
109	5	00:16:40	you want to put that in there.	1	in	
109	5	00:16:40	let's brush our teeth first, ok?	1	first	
109	5	00:16:40	em, do you need some help?	1	some	
109	5	00:18:06	want to put your pacies down here?	1	down	
109	5	00:18:06	you want to stand on the stool bud?	1	on	
109	5	00:18:06	brush the teeth in the back.	2	in, back	
109	5	00:18:06	brush in the way back.	2	in, back	
109	5	00:18:06	I'll be right back.	2	right, back	
109	5	00:18:06	did you brush the teeth in the back?	2	in, back	
109	5	00:20:56	do you want to wash your hands first?	1	first	
109	5	00:21:12	wash your hands first.	1	first	
109	5	00:21:12	are you all done?	1	all	
109	5	00:21:30	rinse it off and put it everything away.	1	away	
109	5	00:21:43	put it right there.	1	right	
109	5	00:21:43	you want some tooth+paste on there?	2	some, on	
109	5	00:21:43	well let me put the tooth+paste on first.	2	on, first	
109	5	00:22:23	put it in here.	1	in	
109	5	00:22:23	all done.	1	all	
109	5	00:22:23	turn it on?	2	turn, on	
109	5	00:22:23	make sure to get way in the back, Em.	2	in, back	
109	5	00:22:23	and on the inside.	2	on, inside	
109	5	00:22:23	and the other side too?	1	side	
109	5	00:22:23	all done.	1	all	
109	5	00:22:23	em, wrap it up.	1	up	
109	5	00:22:23	come on bud.	1	on	
109	5	00:24:16	you want to put it away?	1	away	
109	5	00:24:16	put it up here.	1	up	
109	5	00:24:16	it goes up here.	1	up	
109	5	00:24:16	your turn.	1	turn	
109	5	00:24:29	want to wipe up?	1	up	
109	5	00:24:29	can you turn off the water?	1	turn	
109	5	00:24:29	can I put it in your cup?	1	in	
109	5	00:24:29	wipe up your hands.	1	up	
109	5	00:24:29	come on.	1	on	
109	5	00:24:29	can you pick that up please?	1	up	
109	5	00:24:29	get on out of here.	2	on, out	
109	5	00:24:29	out out out bud.	3	out, out, out	
109	5	00:24:29	into the living+room.	1	into	
109	5	00:24:29	come on.	1	on	
109	5	00:24:29	no sitting on the furniture without your under+wear on.	2	on, on	
109	5	00:24:29	get down and get your under+wear.	1	down	
109	5	00:24:29	go on.	1	on	
109	5	00:24:29	go on.	1	on	
109	5	00:24:29	we'll go with you.	1	with	
109	5	00:25:38	come on.	1	on	
109	5	00:25:38	turn these out.	2	turn, out	
109	5	00:25:50	right there.	1	right	
109	5	00:25:50	I brought them in.	1	in	
109	5	00:25:50	alright pick up your under+wear and see the little design?	3	up, little, design	
109	5	00:25:50	that goes in the front.	2	in, front	
109	5	00:26:39	come sit up here.	1	up	
109	5	00:26:39	is there a tag in the back?	2	in, back	
109	5	00:26:39	how do you know which is the front and which is the back?	2	front, back	
109	5	00:27:14	I guess maybe some shorts are like that.	1	some	
109	5	00:27:14	you see them over there?	1	over	
109	5	00:27:14	did you walk right by them?	2	right, by	
109	5	00:27:14	where'd you put them on?	1	on	
109	5	00:27:14	are they under the couch?	1	under	
109	5	00:27:14	you're really cold right now.	1	right	
109	5	00:27:14	as you get closer, you get warmer and warmer and hot hot hot!	1	closer	
109	5	00:27:14	oh, we're on fire!	1	on	
126	8	00:06:01	no don't put your hands on me.	1	on	
126	8	00:06:01	go on and put that on the counter now dog.	2	on, on	
126	8	00:06:01	get up.	1	up	
126	8	00:06:01	come on and get your cup.	1	on	
126	8	00:09:05	uh+oh you dropping stuff out your mouth.	1	out	
126	8	00:09:05	come on, back in the kitchen.	3	on, back, in	
126	8	00:09:18	don't sit behind the door baby.	1	behind	
126	8	00:14:37	move over in that area.	3	over, in, area	
126	8	00:14:37	put that thing down.	1	down	
126	8	00:14:37	come on.	1	on	
126	8	00:20:58	no dude you just ate all her chips.	1	all	
126	8	00:20:58	you just ate all her chips.	1	all	
126	8	00:23:01	you shouldn't be going into the bath+room.	1	into	
126	8	00:23:01	go on to mama and throw it in the garbage.	2	on, in	
126	8	00:23:01	go into the garbage.	1	into	
126	8	00:23:01	go throw your bag in the garbage mama.	1	in	
126	8	00:23:01	put it in the garbage.	1	in	
126	8	00:02:37	start it up.	1	up	
126	8	00:02:37	you know how it go in here.	1	in	
126	8	00:02:37	don't show out.	1	out	
126	8	00:02:37	ah you know you can't go out there.	1	out	
126	8	00:02:37	man I'm not trying to hear all that.	1	all	
126	8	00:02:37	I don't want to hear all that.	1	all	
126	8	00:02:37	I don't want to hear all that.	1	all	
126	8	00:02:37	I don't want to hear all that.	1	all	
126	8	00:02:37	daddy told you to eat first A_R_Sean.	1	first	
126	8	00:02:37	you got to eat before you get something to drink man.	1	before	
126	8	00:02:37	you ain't going back there.	1	back	
126	8	00:02:37	no no I ain't hearing all that.	1	all	
126	8	00:08:14	get out of there.	1	out	
126	8	00:08:14	put it down boy.	1	down	
126	8	00:08:14	you ain't eat a bit of your food dude.	1	bit	
126	8	00:08:14	go ahead.	1	ahead	
126	8	00:08:14	why don't you put it on the floor and play with it?	2	on, with	
126	8	00:08:14	put it on the table right there.	2	on, right	
126	8	00:08:14	uh, big girl.	1	big	
126	8	00:08:14	put it on that table right there and play with it on that table.	4	on, right, with, on	
126	8	00:13:08	give yourself some room.	1	some	
126	8	00:13:08	put it on that table right there.	2	on, right	
126	8	00:13:08	Mani pull your pants up.	1	up	
126	8	00:13:08	pull your pants up baby.	1	up	
126	8	00:13:08	you getting all the pieces?	2	all, pieces	
126	8	00:16:19	no where's your glove from last year?	1	last	
126	8	00:16:19	they might be in your ah -- your dresser in that closet.	2	in, in	
126	8	00:16:19	why don't you look in there?	1	in	
126	8	00:16:19	because it's cold outside.	1	outside	
126	8	00:17:24	pick them all up Mani.	2	all, up	
126	8	00:17:24	what you doing with your ### self?	1	with	
126	8	00:17:24	you need to pull your pants up.	1	up	
126	8	00:17:24	get up.	1	up	
126	8	00:17:24	girl -- you're a little girl not a guy.	1	little	
126	8	00:18:33	shape up.	2	shape, up	
126	8	00:18:33	take take take up the cards, you hear?	1	up	
126	8	00:20:52	all the cards like these.	1	all	
126	8	00:20:52	then put it back in the bag.	2	back, in	
126	8	00:20:52	don't leave them laying around baby.	1	around	
126	8	00:20:52	you better cut it out.	1	out	
126	8	00:21:46	what you got in the cup mama?	1	in	
126	8	00:21:46	what's up.	1	up	
126	8	00:21:46	find some more.	1	some	
126	8	00:21:46	you got to match those up.	1	up	
126	8	00:21:46	let me see you match them up.	1	up	
126	8	00:21:46	little girl, what's that?	1	little	
126	8	00:21:46	you can't put that in the cup.	1	in	
126	8	00:21:46	there's nothing in there.	1	in	
126	8	00:21:46	it go in the w@l.	1	in	
126	8	00:23:35	right here.	1	right	
126	8	00:23:35	this go right here.	1	right	
126	8	00:23:35	you know how to put it in there.	1	in	
126	8	00:23:35	this is the little princess.	1	little	
126	8	00:23:35	it's going in the p@l.	1	in	
126	8	00:23:35	mama in the room.	1	in	
126	8	00:23:35	it go in a d@l.	1	in	
126	8	00:23:35	go right there.	1	right	
126	8	00:23:35	give me five on that.	1	on	
126	8	00:23:35	what it start with?	1	with	
126	8	00:25:23	go with g@l.	1	with	
126	8	00:25:56	nope got to turn -- got to fit it in there.	2	turn, in	
127	4	00:10:54	and look it, you're going to play with this one piece all by itself.	4	with, piece, all, by	
127	4	00:11:23	who's driving the car with the rocks?	1	with	
127	4	00:11:23	and before that I thought it was mommy because she wears glasses.	1	before	
127	4	00:11:23	so I think I'm the little Chinese lady.	1	little	
127	4	00:16:19	well Grandma's on the phone.	1	on	
127	4	00:16:19	those are some pretty interesting looking rocks.	1	some	
127	4	00:16:19	they're not like your rocks at Grandma's house with your train set there, are they?	1	with	
